Name,Kingdom,Phylum,Class,Order,Family,Genus,Scientific Name,Quote
Megalania,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus priscus,"Some people believe that Megalania still exists in remote areas, although those beliefs have never been validated with evidence."
Megalochelys,Animalia,Chordata,Reptilia,Testudines,Testudinidae,cryptodiran tortoises,Megalochelys,
Megalodon Shark,Animalia,Chordata,Chondrichthyes,Lamnifores,Otodontidae,Otodus,Otodus megalodon,The largest shark to ever exist! Over 50 feet long and up to 100X the mass of today's great whites!
Megamouth Shark,Animalia,Chordata,Chondrichthyes,Lamniformes,Megachasmidae,Megachasma,Megachasma pelagios,Swims with its mouth open to capture prey
Meganeura,Animalia,Arthropoda,Insecta,Meganisoptera,Meganeuridae,Meganeura,Meganeura brongniarti,"Mageneura was the largest insect that has ever lived. However, it wasn't the heaviest"
Megatherium,Animalia,Chordata,Megatheriidae,Megatherium,M. americanum,,,Megatherium probably used its lips more than its tongue when feeling for choice leaves in the treetops.
Meiolania,Animalia,Chordata,Reptilia,Testudines,Meiolaniidae,Meiolania,,The Meiolania had a massive head that it was unable to put fully inside its shell.
Mekong Giant Catfish,Animalia,Chordata,Actinopterygii,Siluriformes,Pangasiidae,Pangasianodon,Pangasianodon gigas,The Mekong giant catfish is the largest purely freshwater fish in the world
Merganser,Animalia,Chordata,Aves,Anseriformes,Anatidae,Mergus,Mergus Merganser,They line their nests with their feathers
Mexican Alligator Lizard,Animalia,Chordata,Reptilia,Squamata,Anguidae,Abronia,Abronia graminea,Mexican alligator lizards shed their skin like snakes.
Mexican Black Kingsnake,Animalia,Chordata,Reptilia,Squamata,Colubridae,Lampropeltis,Lampropeltis getula nigrita,A subspecies of the common kingsnake
Mexican Eagle Northern Crested Caracara,Animalia,Chordata,Aves,Falconiformes,Falconidae,Caracara,Caracara cheriway,The northern crested caracara mates for life with its partner
Mexican Fireleg Tarantula,Animalia,Arthropoda,Arachnida,Araneae,Theraphosidae,Brachypelma,Brachypelma boehmei,Mexican fireleg tarantulas have bright reddish-orange legs.
Mexican Free Tailed Bat,Animalia,Chordata,Mammalia,Chiroptera,Molossidae,Tadarida,Tadarida brasiliensis,Some colonies have millions of bats
Mexican Mole Lizard,Animalia,Chordata,Reptilia,Squamata,Bipedidae,Bipes,Bipes biporus,"They can break off part of their tail, but it will not grow back."
Microraptor,Animalia,Chordata,Dromaeosauridae,Microraptor,Microraptor,,,
Midget Faded Rattlesnake,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,Crotalus concolor,They're also called horseshoe rattlesnakes thanks to the shape of their markings.
Miki,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,They can be trained to use the litter box like a cat!
Milk Snake,Animalia,Chordata,Reptilia,Squamata,Colubridae,Lampropeltis,Lampropeltis triangulum,
Milkfish,Animalia,Chordata,Actinopterygii,Gonorhynchiformes,Chanidae,Chanos,Chanos chanos,"Females lay up to 5 million eggs at one time in warm, shallow and salty waters"
Milkweed Aphids,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Aphis,Aphis nerii,Can reproduce asexually
Millipede,Animalia,Arthropoda,Diplopoda,,,,,Some species have a poisonous bite!
Mini Labradoodle,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,The first mini labradoodle was bred in the early 1990s - almost immediately after standard labradoodles became popular.
Mini Lop,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus,Oryctolagus Cuniculus,One of the cutest and most popular rabbits
Miniature Bull Terrier,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,This dog has a very happy-go-lucky temperament.
Miniature Husky,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,"The Miniature Husky has a double coat that it sheds twice annually. Also, some people confuse them with Alaskan Klee Kai, which have similar blue eyes."
Miniature Pinscher,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Stable rodents were kept in check by using it as a barnyard ratter.
Mink,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela or Neovison,Mustela lutreola or Neovison vison,The mink can swim up to 100 feet underwater.
Minke Whale,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,Balaenoptera acutorostrata,Minke Whales are the smallest member in the family of Baleen Whales.
Mississippi Kite,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Ictinia,Ictinia mississippiensis,The Mississippi kite tends to form a monogamous pair bond for life
Moccasin Snake,Animalia,Chordata,Reptilia,Squamata,Viperidae,Agkistrodon,Agkistrodon piscivorus,The cottonmouth (also known as a water moccasin) is a highly venomous pit viper that spends most of its life near water.
Mockingbird,Animalia,Chordata,Aves,Passeriformes,Mimidae,,,Mockingbirds are incredible mimics that can learn hundreds of songs!
Modern Game Chicken,Animalia,Chordata,Aves,Galliformes,Phasianidae,Gallus,Gallus gallus,The Modern Game chicken is a lanky bird with legs that go for days!
Mojarra,Animalia,Chordata,Actinopterygii,Perciformes,Gerreidae,,,The mojarra's protruding mouth allows it to sift along the seabed for food
Mojave Ball Python,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Python,Python regius,"Instead of the typically banded or ‘alien head’ patterning of most ball python morphs, the Mojave morph’s patterning is characterized by lots of large, circular splotches with small, dark brown dots in their centers."
Mojave Rattlesnake,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,Crotalus scutulatus,"""The Mojave rattlesnake is the most venomous rattlesnake in the world."""
Mola Mola Ocean Sunfish,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Molidae,Mola,Mola mola,The ocean sunfish is the biggest bony fish in the world
Mole Crab Sand Flea,Animalia,Arthropoda,Malacostraca,Decapoda,Hippidae,Emerita,"Emerita analoga, Emerita analoga, and others",They eat jellyfish tentacles
Mole Cricket,Animalia,Arthropoda,Insecta,Orthoptera,Gryllotalpidae,,,Adult Mole crickets may fly as far as 5 miles during mating season and are active most of the year.
Mole Snake,Animalia,Chordata,Reptilia,Squamata,Pseudaspididae,Pseudaspis,Pseudaspis cana,“The mole snake can reach a length of 6.8 feet”
Mole,Animalia,Chordata,Mammalia,Soricomorpha,Talpidae,Talpidae,,Primarily hunts and feeds on Earthworms!
Mollusk,Animalia,Mollusca,,,,,,Most molluscs have more than one heart
Molly,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,Poecilia,Known for their calm and peaceful nature!
Monarch Butterfly,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Danaus,Danaus plexippus,"During migration, Monarch Butterflies may travel 250 or more miles each day."
Mongoose,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Herpestes,Helogale Parvula,Range in size from just 1 to 3 foot!
Mongrel,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis Lupus,Mongrels often suffer from few health issues and live longer than purebreds.
Monitor Lizard,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,,Some species are thought to carry a weak venom!
Monkey,Animalia,Chordata,Mammalia,Primates,Cebidae,Macaca Fascicularis,,There are around 260 known species!
Monkfish,Animalia,Chordata,Actinopterygii,Lophiiformes,Lophiidae,Lophius,Lophius spp.,Called the poor man's lobster!
Monocled Cobra,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,Naja kaouthia,The monocled cobra is responsible for the highest fatality rate of any snake in all of Thailand.
Monte Iberia Eleuth,Animalia,Chordata,Amphibia,Anura,Leptodactylidae,Eleutherodactylus,Eleutherodactylus iberia,The smallest frog in the Northern Hemisphere!
Moon Jellyfish,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia aurita,"Moon Jellies are bioluminescent, so they glow in the dark! They can also de-age!"
Moonglow Boa,Animalia,Chordata,Reptilia,Squamata,Boidae,Boa,Boa constrictor,Moonglow boas are the result of mixing three genetic traits.
Moorhen,Animalia,Chordata,Aves,Gruiformes,Rallidae,Gallinula,Gallinula,Feeds on aquatic insects and water-spiders!
Moose,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Alces,Alces alces,Renews it's enormous antlers every year!
Moray Eel,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Muraenidae,,"Sometimes, groupers invite moray eels to help them hunt!"
Morkie,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,A Morkie puppy can weigh as little as 4 ounces.
Morpho Butterfly,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Morpho,,"Morpho butterflies have brightly colored, iridescent wings!"
Mosasaurus,Animalia,Chordata,Reptilia,Squamata,Mosasauridae,Mosasaurus,Mosasaurus hoffmannii,The Mosasaurus was much longer than the fearsome Tyrannosaur rex.
Moscow Watchdog,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,This Molosser-type dog is the Russian cousin of St. Bernard.
Mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,,,Only the female mosquito actually sucks blood
Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Gynnidomorpha Alisman,,,"There are 250,000 different species!"
Mountain Beaver,Animalia,Chordata,Mammalia,Rodentia,Aplodontiidae,Aplodontia,Aplodontia rufa,"The mountain beaver is a round, stout, archaic rodent that has survived millions of years with primitive features and a herbivorous diet. They digest their food twice, which means... they eat their own droppings!"
Mountain Bluebird,Animalia,Chordata,Aves,Passeriformes,Turdidae,Sialia,Sialia currucoides,"Depending on the time of the year, the mountain bird can live as far north as Alaska."
Mountain Cur,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,
Mountain Feist,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Mountain Feists were bred in the southern United States as a dog that could help with hunting small game.
Mountain Gorilla,Animalia,Chordata,Mammalia,Primates,Hominidae,Gorilla,Gorilla Berengei Berengei,Isolated populations found in the mountains!
Mountain Lion,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Felis Concolor,Has no real natural predators!
Mourning Dove,Animalia,Chordata,Aves,Columbiformes,Columbidae,Zenaida,Zenaida macroura,"It is almost always the male who makes the famous sad sound, which is a wooing call"
Mourning Warbler,Animalia,Chordata,Aves,Passeriformes,Parulidae,Geothlypis,Geothlypis philadephia,"The Mourning Warbler was named for its gray head, which resembles a mourning veil!"
Mouse Deer Chevrotain,Animalia,Chordata,Mammalia,Artiodactyla,Tragulidae,Tragulus,Tragulidae,"The mouse deer is neither a species of mouse nor deer, but instead part of its own unique family of hoofed animals. It is the smallest hoofed animal."
Mouse Spider,Animalia,Arthropoda,Arachnida,Araneae,Actinopodidae,Missulena,,The female mouse spider is rarely seen because they don't leave their burrows.
Mouse,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mus,,Found on every continent on Earth!
Mozambique Spitting Cobra,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,Naja mossambica,Mozambique Spitting Cobra is one of Africa's most dangerous snakes.
Mud Snake,Animalia,Chordata,Reptilia,Squamata,Colubridae,Farancia,Farancia abacura,Mud snakes can lay over 100 eggs at a single time!
Mudi,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Mudi dogs have a reputation for being able to control a herd of 500 sheep.
Mudpuppy,Animalia,Chordata,Amphibia,Urodela,Proteidae,Necturus,Necturus maculosus,Mudpuppies never leave their larval stage. This is called neoteny.
Mudskipper,Animalia,Chordata,Actinopterygii,Gobiiformes,Oxudercidae,,,Mudskippers can walk on land using their pectoral fins!
Mule Deer,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,Odocoileus hemionus,Mule deer can run up to 45 miles per hour.
Mule,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,Equus mulus,The offspring of a horse and donkey parents!
Mulga Snake,Animalia,Chordata,Reptilia,Squamata,Elapidae,Pseudechis,Pseudechis australis,
Mullet Fish,Animalia,Chordata,Actinopterygii,Perciformes,Mugilidae,Mugil cephalus,,"The Striped Mullet is one of the best-known and most easily identified species, with black horizontal stripes along its body."
Muntjac,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Muntiacus,,The muntjac is the smallest type of deer in the world
Muscovy Duck,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cairina,Cairina moschata,"Unlike most duck species, the Muscovy is silent and only makes noise when excited or threatened."
Musk Deer,Animalia,Chordata,Mammalia,Artiodactyla,Moschidae,Moschus,Moschus moschiferus,"The glands of a musk deer can sell for up to $45,000 on the black market."
Muskellunge Muskie,Animalia,Chordata,Actinopterygii,Esociformes,Esocidae,Esox,Esox masquinongy,"In 1949, a Muskellunge set a world record by weighing 68 pounds and 8 ounces in Wisconsin."
Muskox,Animalia,Chordata,Mammalia,Artiodactyla,Artiodactyla,Ovibos,Ovibos moschatus,Muskox have several physical characteristics that allow them to survive in the Arctic climate.
Muskrat,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Ondatra,Ondatra zibethicus,The muskrat can stay underwater up to 17 minutes at a time
Mussurana Snake,Animalia,Chordata,Reptilia,Squamata,Colubridae,Clelia,"Clelia clelia, Clelia equatoriana, Clelia hussami, Clelia langeri, Clelia plumbea, Clelia scytalina",Mussurana snakes help keep rodents from overrunning farms.
Muttaburrasaurus 2,Animalia,Chordata,Reptilia,Ornithischia,Ornithopoda,Muttaburrasaurus,Muttaburrasaurus langdoni,Muttaburrasaurus is named after the town of Muttaburra in central Queensland.
Muttaburrasaurus,Animalia,,,,,,,"They stood about 26 feet tall and weighed more than 3 tons, as heavy as today's African forest elephants."
Myna Bird,Animalia,Chordata,Aves,Passeriformes,Sturnidae,,,Many people believe the hill myna bird is better at mimicking humans than a parrot!
Nabarlek,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Petrogale,Petrogale concinna,"Nabarleks have teeth like a shark, with new molars continuously emerging from the back."
Naegleria,Animalia,Schizopyrenida,Vahlkampfiidae,Naegleria,Naegleria fowleri,,,Causes primary amoebic meningoencephalitis
Naked Mole Rat,Animalia,Chordata,Mammalia,Rodentia,Heterocephalidae,Heterocephalus,Heterocephalus glaber,Naked mole rats don’t get cancer
Narwhal,Animalia,Chordata,Mammalia,Cetacea,Monodontidae,Monodon,Monodon monoceros,Lives and hunts in the frigid Arctic!
Natterjack,Animalia,Chordata,Amphibia,Anura,Bufonidae,Epidalea,Epidalea calamita,Can lay up to 7500 eggs
Nautilus,Animalia,Mollusca,Cephalopoda,Nautilida,Nautilidae,Nautilus,Nautilus pompilius,Living fossils that evolved over 500 million years ago
Neanderthal,Animalia,Chordata,Mammalia,Primates,Hominidae,Homo,Homo Sapiens Neanderthalensis,Neanderthals created the earliest known cave art.
Neapolitan Mastiff,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,"Neapolitan Mastiff dogs have a rather famous history, dating back to the Roman Empire and Julius Caesar."
Nebelung,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis Catus,
Needlefish,Animalia,Chordata,Actinopterygii,Beloniformes,Belonidae,Platybelone,Platybelone argalus,no stomach to digest food
Nelore Cattle,Animalia,,,,,,,Nelore cattle make up about 65% of the total world beef-producing population!
Neon Tetra,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Paracheirodon,Paracheirodon innesi,Neon Tetras are very social and peaceful fish.
Neptune Grouper,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Cephalopholis,Cephalopholis igarashiensis,"The largest recorded specimen ever caught was 17"" long"
Netherland Dwarf Rabbit,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus,Oryctolagus cuniculus,The Netherland dwarf rabbit is the smallest domestic rabbit breed in the world.
New Hampshire Red Chicken,Animalia,Chordata,Aves,Galliformes,Phasianidae,Gallus,Gallus gallus domesticus,New Hampshire reds are known for being quite food aggressive towards other chickens and won't hesitate to push other flock mates out of the way to get to the feed.
Newfoundland,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis Lupus,The Newfoundland is an excellent swimmer with partially webbed feet.
Newfypoo,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Newfypoos have a thick oily coat that can be hard to groom.
